,id,author,problem_id,code,submission_id,score,time,type,predicted,predicted_label
4889,1825556,6632260921,08_Dict_22,"ice = {}
for i in range(int(input())):
    name,price = input().strip().split()
    ice[name] = float(price)
sale = {}
for i in range(int(input())):
    name,num =input().strip().split()
    if name in sale:
        sale[name] += float(num)
    else:
        sale[name] =float(num)
tot = 0
l = []
for name,num in sale.items():
    if name in ice:
        x = ice[name]*num
        tot += x
        l.append([-1*x,name])
l.sort()
a = []
for i in range(len(l)):
    if l[0][0]==l[i][0]:
        a.append(l[i][1])
if tot <= 0:
    print(""No ice cream sales"")
else:
    print(""Total ice cream sales:"",str(tot))
    print(""Top sales:"","", "".join(a))",1825556,100.0,over 1 year ago,unknown,0,human
4890,1932526,6630207321,08_Dict_22,"n=int(input())
data={}
ans={}
for i in range(n):
    a=input().split()
    data[a[0]]=float(a[1])
m=int(input())
d2={}
for i in range(m):
    a=input().split()
    if a[0] in data:
        if a[0] not in ans:
            ans[a[0]]=int(a[1])*data[a[0]]
        else:
            ans[a[0]]+=int(a[1])*data[a[0]]
if len(ans)==0:
    print('No ice cream sales')
else:
   p=0
   data=[]
   for i in ans:
       p+=ans[i]
       data.append([-ans[i], i])
   data.sort()
   print('Total ice cream sales:', p)
   i=0
   a=-data[0][0]
   ans=[]
   i=0
   if len(data)>1:
    while i<len(data):
        if a!=-data[i][0]:
            break
        ans.append(data[i][1])
        i+=1
    l=', '.join(ans)
    print('Top sales:', l)
   else:
       a=data[0][1]
       print('Top sales:', a)
",1932526,100.0,about 1 year ago,unknown,0,human
4898,1935628,6632040121,08_Dict_22,"n=int(input())
dic={}
for i in range(n):
  # name,price=input().split()
  x=input().split()
  name=x[0]
  price=float(x[1])
  dic[name]=price
m=int(input())
dcheck={}
total=0
ls=[]
for i in range(m):
  # check,amount=input().split()
  y=input().split()
  check=y[0]
  if check in dic:
    amount=int(y[1])
    if check in dcheck:
      dcheck[check]+=amount*dic[check]
    else:
      dcheck[check]=amount*dic[check]
    total+=amount*dic[check]
if total==0:
    print('No ice cream sales')
else:
    for i in dcheck:
        ls.append([dcheck[i],i])
    m=max(ls)[0]
    out=[]
    for i,e in ls:
        if i==m:
            out.append(e)
    print('Total ice cream sales:',total)
    out.sort()
    print('Top sales:',', '.join(out))
",1935628,100.0,12 months ago,unknown,0,human
4899,1914845,6630213021,08_Dict_22,"n = int(input())
datas = {}
for i in range(n):
    name, price = input().split()
    datas[name] = price
m = int(input())
sales = {}
for i in range(m):
    name, sale = input().split()
    if name in sales:
        sales[name] = int(sale)+int(sales[name])
    else:
        sales[name] = sale
money = []
for ice in sales:
    for data in datas:
        if ice == data:
            money.append(int(datas[ice])*int(sales[ice]))
            break
total_sales = float(sum(money))
ice_cream = []
for ice in sales:
    if ice  in ice_cream:
        pass
    elif ice in datas:
        ice_cream.append(ice)
##############
if len(money) == 0:
    max_money = 0.0
else:
    max_money = max(money)
top_ice = []
for mon in money:
    if mon == max_money:
        i = money.index(mon)
        top_ice.append(ice_cream[i])
        ice_cream.remove(ice_cream[i])
#####################
top_ice.sort()
if total_sales == 0.0:
    print(""No ice cream sales"")
else:
    print(""Total ice cream sales:"",total_sales)
    print(""Top sales:"","", "".join(top_ice))
",1914845,100.0,about 1 year ago,unknown,0,human
4911,1927108,6630336621,08_Dict_22,"n = int(input())
dict_icecream = {}
dict_icecreamsumprice = {}
Total_ice_cream_sales = 0
list_ice_cream_top_sales = []
while n!= 0:
    name_icecream_item = input().split()
    dict_icecream.update({name_icecream_item[0]:int(name_icecream_item[1])})
    n-=1
n = int(input())
while n!= 0:
    name_icecream_price = input().split()
    if name_icecream_price[0] in dict_icecream and name_icecream_price[0] not in dict_icecreamsumprice:
        dict_icecreamsumprice[name_icecream_price[0]] = dict_icecream.get(name_icecream_price[0])*int(name_icecream_price[1])
    else:
        if name_icecream_price[0] in dict_icecreamsumprice:
            dict_icecreamsumprice[name_icecream_price[0]] += dict_icecream.get(name_icecream_price[0])*int(name_icecream_price[1])
    n -=1
dict_icecreamsumprice = {x:y for x,y in sorted(dict_icecreamsumprice.items(), key=lambda x:(-x[1],x[0]))}
max_in = 0
for i in dict_icecreamsumprice.items():
    Total_ice_cream_sales +=i[1]
    if i[1] > max_in :
        max_in = int(i[1])
for x,y in dict_icecreamsumprice.items():
    if y == max_in:
        list_ice_cream_top_sales.append(x)
if Total_ice_cream_sales!= 0 :
    print('Total ice cream sales:',float(Total_ice_cream_sales))
    print('Top sales:',', '.join(list_ice_cream_top_sales))
else:
    print(""No ice cream sales"")
",1927108,100.0,about 1 year ago,unknown,0,human
4913,1781806,6532112621,08_Dict_22,"n = int(input())
allice = {}
for i in range(n):
    ice,pri = input().split()
    allice[ice] = float(pri)
sell = {}
money = 0
for i in range(int(input())):
    sice,spri = input().split()
    if sice in allice.keys():
        if sice in sell:
            sell[sice] += int(spri)*allice[sice]
        else:
            sell[sice] = int(spri)*allice[sice]
if len(sell) == 0:
    print('No ice cream sales')
else:
    lisforsort = [[(-1)*v,k] for k,v in sell.items()]
    total = sum([ v for k,v in sell.items()])
    print('Total ice cream sales:' , total)
    lisforsort.sort()
    topprice = lisforsort[0][0]
    ans = lisforsort[0][1]+', '
    for pp , nn in lisforsort[1:]:
        if pp == topprice:
            ans += nn +', '
        else:
            pass
    print('Top sales:', ans[:-2])",1781806,100.0,over 1 year ago,unknown,0,human
4919,1828850,6630051721,08_Dict_22,"s={}
b={}
t={}
tt=[]
top=[]
for i in range(int(input())):
    ice_s,price_s=input().split()
    s[ice_s]=int(price_s)
for i in range(int(input())):
    ice_b,price_b=input().split()
    if ice_b in b:
        b[ice_b]=b[ice_b]+int(price_b)
    else:
        b[ice_b]=int(price_b)
for key, value in b.items():
    if key in s:
        t[key]=s[key]*value
        tt.append([t[key],key])
for i in tt:
    if max(tt)[0] in i:
        top.append(i[1])
top.sort()
ans=''
for i in top[:-1]:
    ans+=i+','+' '
tp=0
for value in t.values():
    tp+=value
if tp==0:
    print('No ice cream sales')
else:
    ans+=top[-1]
    print('Total ice cream sales:',float(tp))
    print('Top sales:',ans)",1828850,100.0,over 1 year ago,unknown,0,human
4924,1937770,6630192521,08_Dict_22,"n = int(input())
price = {}
for i in range(n):
    name, value = input().split()
    price[name] = float(value)

total = 0
count = {}
m = int(input())
for i in range(m):
    name, number = input().split()
    number = float(number)
    if name in price:
        if name in count:
            count[name] += number*price[name]
        else:
            count[name] = number*price[name]
        total += price[name]*number

if len(count) == 0:
    print('No ice cream sales')
else:
    list = []
    max = -1
    for key in count:
        if count[key] > max:
            max = count[key]
            list = [key]
        elif count[key] == max:
            list.append(key)
    print('Total ice cream sales:', total)
    print('Top sales: ', end='')
    list.sort()
    for i in range(len(list)-1):
        print(list[i], end=', ')
    print(list[-1])",1937770,100.0,12 months ago,unknown,0,human
4927,1827842,6631003821,08_Dict_22,"price = {}
for k in range(int(input())):
    ic,p=input().split()
    price[ic] = float(p)

total = 0
sales = {}
for k in range(int(input())):
    pro,k=input().split()
    if pro in price:
        p = price[pro]*int(k)
        if pro in sales:
            sales[pro] += p
        else:
            sales[pro] = p
        total +=p
if total == 0:
    print('No ice cream sales')
else:
    x=[]
    for ic in sales:
        x.append([sales[ic], ic])
    maxsale = max(x)[0]
    mx=[]
    for s,ic in x:
        if s == maxsale:
            mx.append(ic)
    mx.sort()
    print('Total ice cream sales:', total)
    print('Top sales:', ', '.join(mx) )",1827842,100.0,over 1 year ago,unknown,0,human
4932,1827324,6630041421,08_Dict_22,"n = int(input())
data = {}
for i in range(n) :
    teast , price = input().split()
    data[teast] = price
#print(data)
m = int(input())
sale = {}
for i in range(m) :
    teast , buy = input().split()
    if teast in data :
        #print('+',data[teast])
        if not (teast in sale ):
            sale[teast] = float(float(data[teast]) * int(buy))
        else :
            sale[teast] += float(float(data[teast]) * int(buy))
net = sum(sale.values())
#print(sale,net)
net2 = sorted(sale.items(), key=lambda x:x[1], reverse=True)
maxi = [] ; i = 0 
for i in range(len(net2)) :
    if i == 0 or net2[i][1] == net2[0][1] :
        maxi += [net2[i][0]]
    else :
        break
maxi.sort()
if len(net2) == 0 :
    print(""No ice cream sales"")
else :
    print(""Total ice cream sales: {}"".format(net))
    print(""Top sales: {}"".format("", "".join(maxi)))",1827324,100.0,over 1 year ago,unknown,0,human
4941,1919229,6330375821,08_Dict_22,"n = int(input())
icecream = {}
for i in range(n):
	x,y = input().strip().split()
	icecream[x] = int(y)
c = []
m = int(input())
sale = {}
for i in range(m):
	x,y = input().strip().split()
	if x in icecream:
		if x in sale:
			sale[x] += icecream[x] * int(y)
		else:
			sale[x] = icecream[x] * int(y)
if sale == {}:
	print('No ice cream sales')
else:
	c = 0
	for k in sale:
		c += sale[k]
	print('Total ice cream sales:',float(c))
	x = []
	for k in sale:
		x.append([sale[k], k])
	x.sort()
	t = ''
	m = x[len(x)-1][0]
	for i in range(len(x)):
		if m == x[i][0]:
			if t == '':
				t = x[i][1]
			else:
				t += ', '+x[i][1]
	print('Top sales:',t)",1919229,100.0,about 1 year ago,unknown,0,human
4946,1845430,6631804121,08_Dict_22,"n = int(input())
price = {}
sale = {}
for i in range(n) :
    a,b = input().split()
    price[a] = int(b)
n = int(input())
for i in range(n) :
    s,t = input().split()
    if s in price:
        if s in sale : sale[s] += int(t)*price[s]
        else : sale[s] = int(t)*price[s]
if sale == {} :
    print('No ice cream sales')
else :
    k = []
    summ = 0
    for i in sale :
        k += [[sale[i],i]]
        summ += sale[i]
    k.sort()
    maxx = 0
    for i in range(len(k)) :
        maxx = max(k[i][0],maxx)
    st = ''
    for i in range(len(k)) :
        if maxx == k[i][0] :
            if st != '' :
                st += ', '+k[i][1]
            else : st = k[i][1]
    print('Total ice cream sales:',float(summ))
    print('Top sales:',st)",1845430,100.0,over 1 year ago,unknown,0,human
4959,1802300,6631313321,08_Dict_22,"n = int(input())
ice_cream_price = {}

for i in range(n) :
    ice_cream, price = input().split()
    ice_cream_price[ice_cream] = float(price)

m = int(input())
ice_cream_sale = {}

for i in range(m) :
    ice_cream, number = input().split()
    if ice_cream in ice_cream_price :
        if ice_cream in ice_cream_sale :
            ice_cream_sale[ice_cream] += ice_cream_price[ice_cream] * int(number)
        elif ice_cream not in ice_cream_sale :
            ice_cream_sale[ice_cream] = ice_cream_price[ice_cream] * int(number)

Total_sales = sum(ice_cream_sale.values())
sales = []

for k in ice_cream_sale.keys() :
    value = -ice_cream_sale[k]
    key = k
    sales.append([value, key])

sales.sort()

if len(sales) > 0 :
    best_sale = sales[0][0]
    best_ice_cream_sales = []

    for i in range(len(sales)) :
        if sales[i][0] == best_sale :
            best_ice_cream_sales.append(sales[i][1])
        else :
            break

    print (""Total ice cream sales:"", Total_sales)
    print (""Top sales:"", "", "".join(best_ice_cream_sales))

else :
    print (""No ice cream sales"")",1802300,100.0,over 1 year ago,unknown,0,human
4965,1924842,6630143821,08_Dict_22,"np = {}
sales = {}
for i in range(int(input())):
    name, price = input().split()
    price = float(price)
    np[name] = price
for i in range(int(input())):
    name, amount = input().split()
    amount = int(amount)
    if name not in sales:
        sales[name] = amount
    else:
        sales[name] += amount
income = 0
for name in sales:
    if name in np:
        income += sales[name]*np[name]
if income == 0:
    print('No ice cream sales')
else:
    top = []
    for name in sales:
        if name in np:
            money = sales[name]*np[name]
            top.append([money,name])
    top.sort()
    result = []
    for e in top:
        if e[0] == max(top)[0]:
            result.append(e[1])
    print('Total ice cream sales:'+' '+str(income))
    result = ', '.join(result)
    print('Top sales:'+' '+result)

",1924842,100.0,about 1 year ago,unknown,0,human
4968,1805917,6631361421,08_Dict_22,"num1=int(input())
prices={}
for i in range(num1):
    x=input().split()
    x[1]=float(x[1])
    prices[x[0]]=x[1]
num2=int(input())
p=[]
for i in range(num2):
    x=input().split()
    x[1]=float(x[1])
    p.append(x)
total=[]
s=[]
found=False
for i in range(len(p)):
    if p[i][0] in prices.keys() and p[i][0] not in s:
        total.append([-prices[p[i][0]]*p[i][1],p[i][0]])
        s.append(p[i][0])
        found=True
    elif p[i][0] in s:
        for j in range(len(total)):
            if total[j][1]==p[i][0]:
                total[j][0]-=prices[p[i][0]]*p[i][1]
if not found:
    print(""No ice cream sales"")
    exit()
total.sort()
income=0
for i in range(len(total)):
    income-=total[i][0]
print(""Total ice cream sales:"",income)
print(""Top sales:"",end="" "")
final=[]
for i in range(len(total)):
    if total[i][0]==total[0][0]:
        final.append(total[i][1])
final="", "".join(final)
print(final)",1805917,100.0,over 1 year ago,unknown,0,human
4972,1831124,6630012221,08_Dict_22,"price = {}
for k in range(int(input())):
    i, p = input().split()
    price[i] = float(p)
    
sale = {}
t = 0
for k in range(int(input())):
    ii, pp = input().split()
    if ii in price:
        p = price[ii]*int(pp)
        if ii in sale:
            sale[ii] += p
        else:
            sale[ii] = p
        t += p
if t == 0:
    print(""No ice cream sales"")
else:
    x = []
    for e in sale:
        x.append([sale[e], e])
    maxsale = max(x)[0]
    mx = []
    for s,ic in x:
        if s == maxsale:
            mx.append(ic)
    mx.sort()
    print(""Total ice cream sales:"", t)
    print(""Top sales:"", ', '.join(mx))


    
",1831124,100.0,over 1 year ago,unknown,0,human
4976,1848139,6632092821,08_Dict_22,"n = int(input())
price = {}
for i in range(n):
    ice, p = input().split(' ')
    price[ice] = p

k = int(input())
sale = {}
for i in range(k):
    ice, a = input().split(' ')
    if ice not in price:
        continue
    if ice not in sale:
        sale[ice] = 0
    sale[ice] += int(a)*int(price[ice])

sales = [[k,v] for k,v in sorted(sale.items(), key=lambda x:(-x[1], x[0]))]
sales = [k for k,v in sales if v >= sales[0][1]]

if len(sale) > 0:
    print('Total ice cream sales:', float(sum([v for v in sale.values()])))
    print('Top sales:', ', '.join(sales))
else:
    print('No ice cream sales')
",1848139,100.0,over 1 year ago,unknown,0,human
4980,1918763,6630191921,08_Dict_22,"n = int(input())
menu = {}
for i in range(n) :
    x, y = input().split()
    menu[x] = float(y)
n = int(input())
sale = {}
for i in range(0, n) :
    x, y = input().split()
    if x in menu :
        if x not in sale :
            sale[x] = float(y) * menu[x]
        else : sale[x] += float(y) * menu[x]
if len(sale) == 0 :
    print('No ice cream sales')
else :
    out = []
    for e in sale :
        if sale[e] == max(sale.values()) :
            out.append(e)
    out.sort()    
    print('Total ice cream sales:', sum(sale.values()))
    print('Top sales:', ', '.join(out))",1918763,100.0,about 1 year ago,unknown,0,human
4981,1836873,6632084821,08_Dict_22,"n = int(input())
d = {}
for i in range(n):
    name, price = input().strip().split()
    price = int(price)
    d[name] = price
top = {}
for i in d:
    top[i] = 0
price = 0
n = int(input())
for i in range(n):
    name1, amount = input().strip().split()
    amount = int(amount)
    if name1 in d:
        price += d[name1] * amount
        top[name1] += amount * d[name1]
toplist = [] 
for i in top:
    toplist.append([top[i],i])
toplist.sort()
topsale = []
num = toplist[-1][0]
for i in reversed(range(len(toplist))):
    if toplist[i][0] != 0 and num == toplist[i][0]:
        topsale.append(str(toplist[i][1]))
if price == 0:
    print('No ice cream sales')
else:
    print('Total ice cream sales: '+ str(float(price)))
    print('Top sales: ' + ', '.join(topsale[::-1]))
    
",1836873,100.0,over 1 year ago,unknown,0,human
4985,1962166,6632030921,08_Dict_22,"
n = int(input())
price = {}
for i in range(n):
    name, value = input().split()
    price[name] = float(value)

total = 0
count = {}
m = int(input())
for i in range(m):
    name, number = input().split()
    number = float(number)
    if name in price:
        if name in count:
            count[name] += number*price[name]
        else:
            count[name] = number*price[name]
        total += price[name]*number

if len(count) == 0:
    print('No ice cream sales')
else:
    list = []
    max = -1
    for key in count:
        if count[key] > max:
            max = count[key]
            list = [key]
        elif count[key] == max:
            list.append(key)
    print('Total ice cream sales:', total)
    print('Top sales: ', end='')
    list.sort()
    for i in range(len(list)-1):
        print(list[i], end=', ')
    print(list[-1])
",1962166,100.0,10 months ago,unknown,0,human
4990,1923225,6630225621,08_Dict_22,"d = {}; t = {}; p = []
sale = 0

for i in range(int(input())):
    name, price = input().strip().split()
    d[name] = float(price)
    t[name] = 0
# print(d)
for i in range(int(input())):
    sell, n = input().strip().split()
    if sell in d:
        sale += (d[sell] * float(n))
        t[sell] += (d[sell] * float(n))
# print(t)
for e in t:
    p.append(t[e])
c = max(p)
top = []
for e in t:
    if t[e] == c:
        top.append(e)
top.sort()
# print(top,len(top))
if len(top) == 1:
    ice = top[0]
else:
    ice = top[0]
    for i in range(1,len(top)):
        ice += ', ' + top[i]
        
if sale == 0:
    print('No ice cream sales')
else:
    print('Total ice cream sales:',round(sale,1))
    print('Top sales:',ice)
",1923225,100.0,about 1 year ago,unknown,0,human
4996,1933370,6632076821,08_Dict_22,"cp = int(input())
d = {} ;d1 = {}
for i in range(cp) :
    x,y = input().split()
    d[x] = int(y)
c = int(input())
p = 0
for e in range(c) :
    x1,y1 = input().split()
    if x1 not in d1 :
        if x1 in d:
            d1[x1] = d[x1]*float(y1)
            p += d[x1]*float(y1)
    else :
        d1[x1] += d[x1]*float(y1)
        p += d[x1]*float(y1)
tp = {};tpp = []
for k in d1 :
    v = d1[k]
    tp[v] = k
    tpp.append([v,tp[v]])
l = '' ;topp = ''
tpp.sort()
for r in range(len(tpp)) :
    if tpp[r][0] == max(tp) :
        l += tpp[r][1]+', '
if p == 0 :
    print(""No ice cream sales"")
else :
    print(""Total ice cream sales:"",p)
    print(""Top sales:"",l[:-2].strip())",1933370,100.0,about 1 year ago,unknown,0,human
5008,1810342,6631322021,08_Dict_22,"n = int(input())
ice_dict ={}
sale_dict = {}
for i in range(n):
    x=input().split(' ')
    ice_dict[x[0]]=int(x[1])
    sale_dict[x[0]]=0
n=int(input())
total_price=0
for i in range(n):
     x = input().split(' ')
     try:
        price = int(x[1])*ice_dict.get(x[0])
        total_price += price
        sale_dict[x[0]]+= price
     except:
         pass
top_sale = sorted(sale_dict.items(),key=lambda x:x[1],reverse=True)#return list
i=0
if top_sale[0][1] == 0:
    print('No ice cream sales')
else:
     final = [top_sale[0][0]]
     for i in range(len(top_sale)-1):
          if top_sale[i][1] == top_sale[i+1][1]:
               final.append(top_sale[i+1][0])
          else:
               break
          i+=1
     final.sort()
     print('Total ice cream sales: {:.1f}'.format(total_price))
     print('Top sales:',', '.join(final))",1810342,100.0,over 1 year ago,unknown,0,human
5013,1932147,6630315421,08_Dict_22,"price = {}
for i in range(int(input())):
    x = input().split()
    price[x[0]] = int(x[1])
sale = {}
for i in range(int(input())):
    y = input().split()
    if y[0] in sale:
        sale[y[0]] += int(y[1])
    else :
        sale[y[0]] = int(y[1])
lis = []
key = {}
for e in sale :
    if e in price :
        price[e] *= sale[e]
        key[e] = price[e]
        lis.append([-price[e],e])
lis.sort()
top = []
if sum(key.values()) != 0:
    print('Total ice cream sales: '+str(float(sum(key.values()))))
    mx = -min(lis)[0]
    for e in lis:
        if -int(e[0]) == mx:
            top.append(e[1])
    print('Top sales: '+', '.join(top))
else :
    print('No ice cream sales')


",1932147,100.0,about 1 year ago,unknown,0,human
5015,1825189,6630040821,08_Dict_22,"N = int(input())

A = {}
B = {}
Pi = {}

for i in range(N) :
    a,b = input().strip().split()
    if a in A :
       A[a] += float(b)
    else :
        A[a] = float(b)
        B[a] = float(0)
    
M = int(input())

for i in range(M) :
    a,b = input().strip().split()
    if a in A :
        B[a] += int(b)
    
for i in A :
    Pi[i] = A[i]*B[i]
            
Max = max([a for a,e in [[Pi[e],e] for e in Pi ]])

Name = [a for a in Pi]
Name.sort()    
Show = ''
for e in Name :
    if Pi[e] == Max : Show += "", ""+e
    
if sum([a for a,e in [[Pi[e],e] for e in Pi ]]) > 0 :
   print(""Total ice cream sales:"",sum([a for a,e in [[Pi[e],e] for e in Pi ]]))
   print(""Top sales:"",Show.strip("", ""))
else  : print(""No ice cream sales"")",1825189,100.0,over 1 year ago,unknown,0,human
5030,1831444,6631318521,08_Dict_22,"N = int(input())    
l1 = {}
l2 = []
for i in range(N):
        n = input().split()
        l1[n[0]] = int(n[1])
M = int(input())    
for i in range(M):
        l2.append(input().split())
        
f = False
D = {e:0 for e in l1.keys()}

for e1,e2 in l2:
        if e1 in l1.keys():
                f = True        
                D[e1] += l1[e1] * float(e2)

D1 = {}
for k,v in D.items():
        if v in D1:
                D1[v].append(k)
        else:
                D1[v] = [k]

M = sorted(D1)[-1]
IM = sorted(D1[M])

if f:
        print('Total ice cream sales:', sum([float(i) for i in list(D.values())]))
        print('Top sales:', (', ').join(IM))
else:
        print('No ice cream sales')",1831444,100.0,over 1 year ago,unknown,0,human
5031,1825983,6631362021,08_Dict_22,"N = int(input())
iscream = {}
for i in range(N):
    name, price = input().split()
    iscream[name] = float(price)
M = int(input())
income = 0
sellwhat = {}
for i in range(M):
    what, many = input().split()
    if what in iscream:
        income += iscream[what]*int(many)
        if what in sellwhat:
            sellwhat[what] += int(many)*iscream[what]
        else:
            sellwhat[what] = int(many)*iscream[what]
P_max = 0
L_max = []
for i in sellwhat:
    if sellwhat[i] > P_max:
        L_max = []
        L_max.append(i)
        P_max = sellwhat[i]
    elif sellwhat[i] == P_max:
        L_max.append(i)
L_max.sort()
if len(sellwhat) == 0:
    print('No ice cream sales')
else:
    print('Total ice cream sales:',income)
    print('Top sales:', ', '.join(L_max))",1825983,100.0,over 1 year ago,unknown,0,human
5032,1829584,6631338021,08_Dict_22,"import collections
n1 = int(input())
d1 = {}
for i in range(n1):
    x = input().split()
    d1[x[0]] = int(x[1])
n2 = int(input())
d2 = {}
for i in range(n2):
    x = input().split()
    if x[0] in d2.keys():
        d2[x[0]] += int(x[1])
    else:
        d2[x[0]] = int(x[1])
total = {}
for i in d2.keys():
    if i in d1.keys():
        total[i] = d2[i]*d1[i]
st = sorted(total.items(), key=lambda x:x[1], reverse=True)
st = dict(st)
st = collections.OrderedDict(sorted(st.items()))
top = []
for i in st.keys():
    if int(st[i]) == max(st.values()):
        top.append(i)
if sum(total.values()) == 0:
    print('No ice cream sales')
else:
    print('Total ice cream sales:', float(sum(total.values())))
    print('Top sales:', end=' ')
    [print(top[i], end=', ') for i in range(len(top)-1)]
    print(top[-1])",1829584,100.0,over 1 year ago,unknown,0,human
5047,1962395,6632060721,08_Dict_22,"d = {}
for i in range(int(input())) :
    x = input().split()
    d[x[0]] = int(x[1])
cd = {}
for i in range(int(input())):
    x = input().split()
    if x[0] in d :
        if x[0] in cd : cd[x[0]] += int(x[1])*d[x[0]]
        else : cd[x[0]] = int(x[1])*d[x[0]]
if len(cd) == 0 : print('No ice cream sales')
else : 
    su = 0
    for i in cd : su += cd[i]
    print('Total ice cream sales: %.1f' % su)
    top = []
    ma = 0
    for key in cd :
        if cd[key] > ma : ma = cd[key]
    for key in cd :
        if cd[key] == ma : top.append(key)
    print('Top sales: %s ' % ', '.join(sorted(top)))",1962395,100.0,10 months ago,unknown,0,human
5057,1940077,6630171321,08_Dict_22,"icecream = {}
n = int(input())
for i in range(n):
    x = input().split()
    name = x[0]
    p = float(x[1])
    icecream[name] = p
    
N = int(input())
icesold = {}
for j in range(N):
    y = input().split()
    if y[0] in icecream.keys():
        if y[0] not in icesold.keys():
            icesold[y[0]] = int(y[1])
        else:    
            icesold[y[0]] += int(y[1])
            
# icecream = {""name"",price}
# icesold = {""name"",num}
# icesale = {""name"",sales}

if len(icesold) == 0:
    print('No ice cream sales')
else:
    totalnum = sum(icesold.values())
    totalprice = 0
    for a in icesold.keys():
        totalprice += icesold[a]*icecream[a]
        
    icesale = {}
    for b in icesold.keys():
        icesale[b] = icesold[b]*icecream[b]
    
    sales = []
    for c in icesale.keys():
        sales.append([c,icesale[c]])
    sales.sort(key = lambda x: (-x[1], x[0]))
    Topsale = sales[0][0]
    for i in range(len(sales)-1):
        if sales[i+1][1] == sales[i][1]:
            Topsale += ', ' + sales[i+1][0]
        else: break
    

    print('Total ice cream sales: ' + str(totalprice))
    print('Top sales: ' + Topsale)",1940077,100.0,12 months ago,unknown,0,human
5059,1940750,6630156021,08_Dict_22,"n = int(input())

data = {}
for _ in range(n):
    ice, price = input().split()
    data[ice] = float(price)
m = int(input())
sdata = {}
for _ in range(m):
    sale, amount = input().split()
    sdata[sale] = sdata.get(sale, 0) + float(amount)
status = sum(1 for e in sdata if e in data)
if status != 0:
    total_sales = sum(data[ice] * sdata[ice] for ice in sdata if ice in data)
    print('Total ice cream sales:', total_sales)
    
    max_sales = max(data[ice] * sdata[ice] for ice in sdata if ice in data)
    top_sales = [ice for ice in sdata if ice in data and data[ice] * sdata[ice] == max_sales]
    top_sales.sort()
    
    print('Top sales:', ', '.join(top_sales)) 
else:
    print('No ice cream sales')
",1940750,100.0,12 months ago,unknown,0,human
5060,1841664,6630226221,08_Dict_22,"price={}
for i in range(int(input())):
    n,p = input().split()
    price[n] = float(p)
    
sale={}
c = 0
for e in range(int(input())):
    o,p1=input().split()
    if o in price:
        t = price[o] *int(p1)
        if o in sale:
            sale[o] += t
        else:
            sale[o] = t
        c += t

if c == 0:
    print('No ice cream sales')
else:
    x =[]
    for a in sale:
        x.append([sale[a],a])
    mx= max(x)[0]
    top=[]
    for s,ic in x:
        if s== mx:
            top.append(ic)
    top.sort()
    print('Total ice cream sales:',c)
    print('Top sales:', ', '.join(top))",1841664,100.0,over 1 year ago,unknown,0,human
5061,1965776,6630241621,08_Dict_22,"price = {}
buy = {}
# t = {}
sale = {}
for i in range(int(input())):
    a,b = input().split()
    price[a] = float(b)

total = 0
for i in range(int(input())):
    m,n = input().split()
#     buy[m] = float(n)
#     t[m] = 0
    if m in price:
        mul = price[m]*int(n)
        if m in sale:
            sale[m] += mul
        else:
            sale[m] = mul
        total += mul

if total == 0:
    print('No ice cream sales')
else:
    xx = []
    for j in sale:
        xx.append([sale[j],j])
    maxsale = max(xx)[0]
    nmax = []
    for mm,nn in xx:
        if mm == maxsale:
            nmax.append(nn)
    nmax.sort()
    print('Total ice cream sales:',total)
    print('Top sales:',', '.join(nmax))
",1965776,100.0,8 months ago,unknown,0,human
5073,1825275,6630048921,08_Dict_22,"n = int(input().strip());d_cost= {};d_num={};total=0;l=[]
for i in range(n):
    name,cost = input().strip().split()
    d_cost[name] = int(cost)
m = int(input().strip())
for i in range(m):
    a,num = input().strip().split()
    if a in d_num:
        d_num[a] += int(num)
    else:
        d_num[a] = int(num)
for a in d_num:
    if (a in d_cost) and (a in d_num):
        total += d_cost[a] * d_num[a]
        l.append([d_num[a]*d_cost[a],a])
        
m_max=[]; mm = [l[e][0] for e in range(len(l))]
for i in range(len(l)):
    if l[i][0] == max(mm):
        m_max.append(l[i][1])
m_max.sort()
if total == 0: print('No ice cream sales')
else:
    print('Total ice cream sales:',float(total))
    print('Top sales: '+', '.join(m_max))",1825275,100.0,over 1 year ago,unknown,0,human
5081,1955692,6632023521,08_Dict_22,"n = int(input())
price = {}
for i in range(n):
    name, value = input().split()
    price[name] = float(value)

total = 0
count = {}
m = int(input())
for i in range(m):
    name, number = input().split()
    number = float(number)
    if name in price:
        if name in count:
            count[name] += number*price[name]
        else:
            count[name] = number*price[name]
        total += price[name]*number

if len(count) == 0:
    print('No ice cream sales')
else:
    list = []
    max = -1
    for key in count:
        if count[key] > max:
            max = count[key]
            list = [key]
        elif count[key] == max:
            list.append(key)
    print('Total ice cream sales:', total)
    print('Top sales: ', end='')
    list.sort()
    for i in range(len(list)-1):
        print(list[i], end=', ')
    print(list[-1])",1955692,100.0,11 months ago,unknown,0,human
